input,prediction,label
알다시피 러시아 항공은 비행 지연으로 악명이 높잖아, As you know Russian airlines are notorious for flight delays flight,I will have a trip by your airline in May
이밖에 김지사는 과거 형무소의 전경사진과 전시물 그리고 안창호 선생 유관순 열사의 사진이 담긴 빛바랜 수형기록표를 보고 놀라움을 감추지 못했다, In addition Governor Kim was surprised to see the lightrecords of the past photos exhibits and exhibits and photos of Ahn Changho and Yoo Kwansoon yangjam jjam jja,In addition Kim was surprised to see a faded collection of prison records including photos of the prisons riot police exhibits and prison records which includes photos of Ahn Changho and Yoo Kwansoon
실질적인 수사와 기소의 기능적 분담이 이루어지게 된다는 점에서 그 의미를 찾을 수 있다, The meaning can be found in that the functional division of actual investigation and indictment will be achieved,The meaning can be found in that the functional division of the actual investigation and prosecution is made
이런 사전예방규제는 정상적인 회사활동까지 저지할 우려가 있다는 점이 문제이다, The problem is that these preliminary prevention regulations are feared to prevent normal corporate activities such as,The problem is that such precautionary regulations may prevent normal company activities
저는 매운 음식을 잘 못 먹는데 이건 맵지 않을까요, I dont eat spicy food well but isnt it spicy the jap,I cant eat spicy food well so wont it be spicy
과거 국내에서는 자산배분 솔루션이 오직 자산운용사만이 제공할 수 있는 포트폴리오로 인식되어 왔다, In the past asset allocation solutions have been recognized as portfolios that can only be provided by asset managers in Korea such as J,In Korea asset allocation solutions used to be seen in the past as portfolios that can only be provided by asset managers
구청장은 통장에게 신분증을 발급할 수 있으며 신분증의 규격 등은 구청장이 따로 정한다, The head of the Gu may issue an identification card to the head of the Gu and the standard of,The head of the Gu may issue a certificate of identification to the head of the Tong and the head of the Gu shall separately determine the standard etc of the identification card
1차전 상대인 바레인의 팀 매니저도 손흥민을 거론하며 손흥민을 보유한 한국은 실력이 좋으니 금메달을 딸 수 있다고 말했다, Bahrain team manager of Bahrain also mentioned Son Heungmin that Korea with Son Heungmin can win a gold medal because of its good performance You can win the,Bahrains team manager who is the first opponent also mentioned Son Heungmin saying South Korea with Son Heungmin is good so they can win a gold medal
다수의 인물이 함께하는 가족사진은 정형화되지 않으면서도 자연스러운 구도가 중요하다, Family photos with a large number of characters is not standardized but natural composition is important such as j,A family picture with many people is a natural composition without being formalized is important
왜 수익률 1위인지 왜 투자자들이 많이 찾는지 들어오면 알게되실겁니다, You will know why the number one in the yield and why many investors are looking for it I,Youll know why its the top return why many investors are looking for it when you come in
MMA는 데뷔전이지만 타격전을 선호해 박정은과의 흥미로운 대결이 기대된다, MMA is a debut but it prefers a batting game so it is expected to have an interesting conf,Although MMA is her debut she prefers a slugfest so he is expected to have an interesting match with Park Jeongeun
본 발명에 따르면 전자 부품을 용이하게 관통 구멍 내에 수용 가능한 배선 기판 및 그 제조 방법을 제공할 수 있다, According to the invention it is possible to provide wiring boards and manufacturing methods that can be easily accommodated in the,According to the present invention it is possible to provide a wiring board capable of easily accommodating an electronic component in a through hole and a method of manufacturing the same
교사와 학생의 긍정적인 관계는 학생이 자신에 대한 도전을 극복하고 교육목표를 성취하는데 있어서 바탕이 된다, The positive relationship between teachers and students is based on students overcoming challenges and achieving educational goals by themselves and,The positive relationship between teachers and students is the basis for students to overcome the challenges about themselves and achieve educational goals
상기 염화비닐계 단량체 유래 단위는 염화비닐계 단량체로부터 유래된 것일 수 있다, The unit derived from the vinyl chloride monomer may be derived from the vinyl chloride bin chloride,The vinyl chloridebased monomer derived units may be derived from vinyl chloridebased monomers
보험개발원은 중국 대다수의 보험회사들이 공통적으로 확진자에 대한 최우선 서비스와 함께 기존 병원병실 등급에 대한 요구조건 자기부담금 면책기간 등의 제한을 임시로 해제했다고 설명했다, The Korea Insurance Development Institute explained that most insurance companies in China have temporarily lifted restrictions on the requirements for existing hospital room grades selfpayment and exemption period along with the top priority service for confirmed patients and y,The Korea Insurance Development Institute explained that the majority of insurance companies in China have temporarily lifted restrictions on requirements selfburden and exemption periods for existing hospital and hospital grades along with priority services for confirmed patients
1달러 지폐가 많이 필요해서 그러는데 얼마만큼 환전을 할 수 있나요, I need a lot of dollar bills how much can I exchange money can I exchange my,I need many 1 dollar bills and how much can I exchange
제 꿈은 호텔 지배인이 되는 것입니다, My dream is to become a hotel manager,My dream is to become a hotel manager
이탈리아 국가대표에 재발탁 돼 유로 2020 출전을 꿈꾸고 있는 발로텔리로선 브레시아에서의 활약이 절실하다, Valoteli who has been reappointed to the Italian national team and dreaming of playing in Euro 2020 is desperate for,Balotelli who is reselected for the Italian national team and dreams of participating in Euro 2020 is in dire need of his remarkable performance in Brescia
그리고 당신과 나는 100 영어로 소통이 원활하지 않다, And you and I am not able to communicate well in 100,Moreover you and I are having difficulties communicating in English 100
기공률이 40 이상이 되어야 저열전도도 및 저열용량 특성이 동시에 효과적으로 확보될 수 있다, Only when the porosity is 40 or higher can the characteristics of low thermal conductivity and low heat capacity can be effectively secured,When the porosity is 40 or more low thermal conductivity and low heat capacity characteristics can be effectively secured at the same time
당신이 제 마음에 들었습니다, You liked me I gu,I liked you
김나영은 2015년 4월 10살 연상 금융권 종사자 A씨와 결혼해 이듬해 첫 아들을 지난해 7월 둘째 아들을 출산했다, Kim Nayoung married a 10yearold financial worker in April 2015 and gave birth to her first son in July last year Chongkin horses jeonki,Kim Nayoung married a financial worker Mr A who is 10 years older than her in April 2015 giving birth to her first son the following year and her second son in July last year
도로 위를 달리는 렌터카가 5년 새 두 배로 증가했다, The number of rental cars running on the road doubled in five years double,Rental cars on the road have doubled in five years
도 1은 본 발명의 일 실시예에 따른 주차지원장치의 블록구성도를 도시한다, The block diagram of a parking aid device according to an embodiment of the present invention,FIG 1 illustrates a block configuration diagram of a parking assistance apparatus according to an embodiment of the present invention
특히 지하철버스와 같은 대중교통 수단 안에서 5G가 제대로 터지지 않을 가능성이 높기 때문에 이동하며 서비스를 이용할 일이 많은 고객은 이런 상황을 고려해야 한다, In particular customers who are often moving and use the service should consider this situation as 5G is likely to not burst properly within public transportation such as subway buses Kon,In particular there is a high possibility that 5G will not work properly in public transportation such as subways and buses so customers who have a lot of time to use the service on the move should consider this situation
다운로드 횟수만으로 네오뱅크의 성장성과 수익성을 따지는 것도 무리가 있습니다, It is also unreasonable to consider the growth and profitability of Neo Bank with only the number of,It is difficult to evaluate the growth and profitability of Neobank just by the number of downloads
업무 중에 제가 너무 아파서 진통제를 먹고 버티다 퇴근했습니다, I was so sick that I left work after taking painkillers and endured,It was so painful during work so I took a painkiller and endured until I left the office
대부분의 위조 상품은 접합 및 인쇄 상태 마무리 작업 등이 매우 불량하고 정품대비 브랜드 로고 및 라벨 위치와 디자인이 부분적으로 달랐다, Most forged products were very poor in bonding printing status and finishing work and partially different brand logo and label positions and designs compared to genuine cot,Most counterfeit goods had very poor bonding and printing conditions finishing etc and its design brand logo and location of a label were partially different in comparison to the original products
잠시 뒤 댄스 학원 강사가 B양에게 전화해 D양 어머니가 크게 화난 것 같으니 사과드리는 게 좋겠다고 조언했다, After a while a dance academy instructor called B to advised Mr Ds mother seems to be very angry I would like to apologize because she seems to,After a while the dance instructor called Ms B and said Mr Ds mother seems very angry Youd better apologize
심사평가원은 의료기기 업체들이 건강보험 급여등재절차에 대한 최신 정보를 제공받고 보건의료 빅데이터를 활용해 첨단혁신 의료기기 등 미래 산업 발전에 기여할 수 있기를 희망한다고 밝혔다, The Korea Appraisal Board said We hope that medical device companies will receive the latest information on the health insurance coverage process and contribute to the development of future industries such as hightech innovation medical devices such as biogr,The Health Insurance Review  Assessment Service said We hope that medical device companies will be provided with the latest information on the health insurance salary registration process and will contribute to the development of future industries such as advanced and innovative medical devices by utilizing the big data of health care
강씨 성을 가진 선비가 진악산 아래서 홀어머니를 모시고 살았다, A scholar with Kangs surname lived with her grandmother under Jinaksan Mountain,A scholar whose surname was Kang lived under Jinaksan Mountain with his single mother
연구 인구가 HBeAg 상태에 따라 계층화된 때, When the research population is stratified according to the HBe,When the study population was stratified according to HBeAg status
가맹 사업의 위와 같은 특징은 외형적으로 가맹본부의 가맹점에 대한 지원과 통제로 나타난다, The above characteristics of the franchise business are externally shown by the support and control of franchise headquarters Ki,Outwardly the franchise businesses characteristics appear as support and control of the franchisees by the headquarters
본 발명에 따르면 배터리 셀의 온도제어능이 향상된 배터리 팩을 제공할 수 있다, According to the present invention battery pack with improved temperature control ability of battery cells can be provided with,According to the present invention it is possible to provide a battery pack with improved temperature control capability of a battery cell
그러나 어린이를 대상으로 성적인 행동을 했을 때는 다릅니다, However when they acted sexually against children they are different when,But its different when it comes to sexual behavior against children
오타니와 같은 선수가 올해 KBO리그에서도 출현할 뻔 했다, Players like Otani almost appeared in the KBO League this year,Players like Otani almost appeared in the KBO league this year
401호는 선교단체 간사와 공익재단에 근무하는 40대 부부 402호엔 나들목교회에서 함께 살기 사역을 담당한 김선규 간사 내외가 세 자녀와 함께 살고 있다, No 401 is a senior official of the missionary organization and a couple in their 40s working at the Interchange Church and Kim Sunkyu an official in charge of living together at Nadeulmok Church lives with three children,The room 401 is for a married couple in their 40s who work for a missionary group and a public foundation and the room 402 for a couple of Kim Seonkyu who was in charge of Living Together at the Nadeulmok Church with their three children
아무리 찾아봐도 제 주민등록증이 안 보이는데 혹시 재발급 가능한가요, No matter how much I look up my resident registration card can I reissue the,Ive looked everywhere but I cant seem to find my resident registration card can I get it reissued
국내에서 단장은 단순히 팀 내 역할에 머무르지 않고 외적 네트워크를 끌어가는 역량이 필요하다, In Korea the leader needs the ability to lead the external network without simply staying in the teams role in the team,In Korea the leader does not just stay in the role of the team but needs the ability to attract external networks
피해자 K는 변호사 신분증을 내보이면서 자신이 방금 체포 당한 A의 변호인이 되려는 자임을 밝히고 접견교통권을 행사하려 했다, Victim K revealed his lawyer ID and revealed that he was a lawyer of A who was just arrested and tried to exercise the right to interview and transport rights Choi Daegin,Victim K showed his attorneys identification card revealing that he desired to be a defense counsel of A who had just been arrested and tried to exercise his right to interview and communication
그는 새로운 지각방식의 예술로 사진과 영화를예로 들었는데 그 중에서 벤야민의 놀라운 점은 테크놀로지 시대의 변화에 맞게 인간이 예술을 지각하는 방식 또한 변화될 것을 예측했다는 것이다, He cited photographs and movies as an example of art with new perceptual methods of art among which Benjamins surprisingly predicted that the way humans perceive art will change in accordance with the change of the technology,He cites photography and film as examples of new perceptual art Among them Benjamins surprising thing is that he predicted that the way humans perceive art will also change in line with the changes in the technological era
정확한 복귀 시기가 언제가 될 지 알 수 없다, It is not known when the exact timing of return will,It is unclear when the exact timing of his return will be
이중 수사의 방법으로만 가능한 것인지는 의문이고 그로 인한 부작용은 결코 작지 않다는 점에서 더 큰 문제다, It is questionable whether it is possible only by double investigation and the side effects are not small and the side effects are by no,Whether it is possible only with the method of double investigation is questionable and the side effects are a bigger problem in that they are not small at all
나 아직 못 봐서 이번 주에 같이 볼까 했지, I havent seen it yet so I thought I would like to see,I havent seen it yet so I wanted to go watch it with you this week
최근 연구는 자궁경부 발암에 대한 긴 비코딩 RNAlncRNA의 영향에 초점을 맞추고 있다, Recent research has focused on the effects of long noncoding RNAlncRNA on cervical carcinogenesis,Recent research has focused on the impact of long noncoding RNA lncRNA in cervical carcinogenesis
상세히 상기 센서350는 상기 냉매관324 또는 상기 증발기핀325에 부착될 수 있다, In detail the sensor 350 may be attached to the refrigerant pipe 324 or the evaporator pin 325 including welding gu,In detail the defrosting sensor 350 may be attached to the refrigerant tubes 324 or the heat exchange fins 325
금연정책들은 정부의 재정적측면과 관련하여 크게 세 가지로 구분할 수 있다, The antismoking policies can be divided into three main categories regarding the governments financial aspects,The antismoking policies can be divided into three main categories in relation to the governments financial aspects
캐피털 가제트 소속 기자는 SNS를 통해 총격범이 유리문을 통해 사무실로 사격했고 이어 사람들에게 총을 쐈다고 당시 상황을 전했다, A reporter from Capital Gazette said on SNS that the shooting off the office through the glass door and shot the gun to the people followed by Choonggi,The gunman opened fire through a glass door into the office and then shot people a reporter for Capital Gazette told CNN
또 불포화 지방산이 많아 뇌 뿐만 아니라 심혈관 건강에도 도움을 주는 것으로 알려져 있다, In addition it is known to help not only the brain but also cardiovascular health as it is known,In addition it is known to be beneficial not only for the brain but also for cardiovascular health with a high level of unsaturated fatty acids
제1차 세계 대전 후 인도의 공업화가 진행되었는데 그것에 따른 노동쟁의가 늘어나는 것에 대응한 것이었다, Indias industrialization took place after World War II which was in response to the increasing labor dispute following it Chankig,Indias industrialization progressed after World War I in response to growing labor disputes
근대의 뾰족한 삼각 지붕을 얹은 상가 낡은 담벼락을 갤러리 삼은 흑백사진 등 골목 구석구석에 저마다 이야기를 품은 공간이 선물처럼 숨어 있다, Space with stories in every corner of the alley such as a shopping mall with a sharp triangular roof and a blackandwhite picture with old walls are hidden like gifts yangjakjam jjam jjam,Spaces with stories are hidden like gifts in every corner of the alley such as a building with a pointed triangular roof of the modern times and black and white photos using old walls as a gallery
따라서 RCP는 양성 중심 췌장 종양을 제거하기 위한 실용적이고 유용한 기술이다, Therefore RCP is a practical and useful technology to remove benign central pancreatic tumors such as e,Therefore RCP is a feasible and useful technique for the removal of benign central pancreatic tumors
상기 전면 윈도우130와 후면 윈도우115는 하우징을 중심으로 대치할 수 있다, The front window 130 and the rear window 115 may be replaced around the housing as a key lining gun,The front surface window 130 and the rear surface window 115 may be opposite to each other with respect to the housing
영국 매체 풋볼365는 여러 맨유 팬의 목소리를 소개하며 그 중에서도 지금의 맨유는 박지성이 필요하다는 의견을 가장 크게 소개했다, British media Football 365 introduced the voices of several Manchester United fans and among them most of them Manyun Choi Daekinkin horses jeang,The British media Football 365 introduced the voices of several Manchester United fans and among them it introduced the opinion remarkably that present Manchester United needs Park Jisung
학생부종합전형을 빗대 깜깜이 전형이라고 하는 것은 그 만큼 학생과 학부모들 어떻게 준비해야는지 방법이 모호하기 때문일 것이다, The reason why students and parents are called the dark screening process is because the way students and parents prepare for the students and parents are ambiguous such as,The reason why the Comprehensive student record admission is called the dark admissions is that the method of preparing is vague for students and parents
이 때 상기 방음 부재100는 상기 압축기30 및 어큐뮬레이터40의 외면 일부와 접촉된다, At this time the soundproof member 100 is in contact with the outer surface of the compressor 30 and the accumulator,In this case the soundproof member 100 contacts a part of an outer surface of each of the compressor 30 and the accumulator 40
하지만 그 안에 신분차별이라는 우리가 꼭 알아야 할 주제가 담겨 있으므로 추천할 만한 책입니다, However it is recommended that it contains the subject of identification discrimination so it is recommended booklet eagle euk,But there is a topic that we should know about discrimination so it is recommendable book
수익률 예측에 대한 보다 흥미로운 결과는 기간 스프레드를 기간 프리미엄과 기대 단기이자율로 분해한 분석에서 드러난다, More interesting results of the prediction of yields are revealed in the analysis of the term spread into term premium and expected shortterm interest rates including euk,A more interesting result of the forecasting of returns comes from an analysis that breaks down the term spread into a term premium and an expected short term interest rate
이 지역은 앞으로 학교와 종합의료시설 주택단지가 어우러진 지역으로 개발될 예정이다, The area will be developed as a region where schools comprehensive medical facilities and housing complexes are combined with the,The area will be developed into an area that harmonized with schools general medical facilities and housing complexes in the future
등록분 등록 면허세나 수입분 담배 소비세의 경우 납세의무자가 세금을 납부하지 아니하거나 부족하게 납부한 경우에 누가 부과를 하고 이의신청 등의 불복은 어디에 해야 하는지 분명하게 규정되어 있지 아니하다, In the case of registration license tax or tobacco consumption tax for imported goods it is not clearly defined who will impose the tax payer fails to pay taxes or where to appeal such as objections such as objections yangjam Jja,In the case of registration and license tax for registration or tobacco consumption tax for imports it is not clearly stipulated who is imposed when the taxpayer fails to pay the tax or pays it insufficiently and where to file an objection etc
정선 하이원리조트 입구에 위치한 하이랜드호텔은 현대적인 인테리어와 깔끔한 시설을 자랑한다, The Hyland Hotel located at the entrance of Jeongseon High1 Resort boasts modern interior and clean facilities and neat facilities such,Located at the entrance of Jeongseon High1 Resort Highland Hotel boasts modern interiors and neat facilities
필자를 포함해 부모님들이 항상 말씀하시는 것이 있다, There is always something parents including myself and I have to say,Theres always something my parents say including this writer
비선택적 NSAID보다 우선적으로 사용해 볼 수 있다, It can be used first than unselective NSAIDs ie,It can be used in preference to nonselective NSAIDs
나는 이 등장인물이 좋아서 팬카페도 가입했습니다, I like this character so I joined the fan cafe I joined the,I liked this character so I joined the fan cafe
증시 전문가들은 무역협상 낙관론에 기댄 투자심리가 유지될 것으로 보면서도 기업 실적 둔화 가능성에 경계를 늦춰서는 안 된다고지적했다, Stock market experts said that investor sentiment based on optimism in trade negotiations will be maintained we should not be wary of the possibility of slowing corporate earnings while expecting investment sentiment,Stock market experts said that the government should not let its guard down on the possibility of a slowdown in corporate earnings although they expect that investor sentiment will be maintained based on optimism about trade negotiations
오병권이 1970년에 죽자 오병권의 시문을 모아 간행하려고 하였으나 가세가 넉넉지 않고 초고가 난해한 초서로 되어 있어 문집 간행에 많은 장애가 있었다, When Oh Byungkwon died in 1970 he tried to collect and publish the poems of Oh Byungkwons poems but he had many obstacles in publishing the collection of documents because he was not,When Oh Byungkwon died in 1970 Oh Byungkwons poems were tried to collect and publish but he had many obstacles in publishing his books due to his lack of wealth and his extremely difficult manuscripts
여자 숙소에 무단으로 출입한 남자 쇼트트랙 국가대표 김건우21와 이를 도운 여자 대표팀의 김예진20이 선수촌 퇴촌 명령을 받았다, Kim Gunwoo 21 a male short track speed skater who entered the womens quarters without permission and Kim Yejin 20 of the womens national team who helped him were ordered to leave the,Kim Gunwoo a 21yearold male short track speed skater who trespassed on the womens athletes village without permission and Kim Yejin 20 a member of the womens national team who helped him were ordered to leave the athletes village
사우디아라비아 대회는 2020년 1월 개막하는 유러피언투어 대회로 총상금 350만달러가 걸려 있다, The Saudi Arabian competition is a European tour competition that opens in January 2020 and has a total prize of 35 million dollars including horseback r,The Saudi Arabian tournament is a European Tour tournament that opens in January 2020 with total prize money of 35 million
구 공무원연금법상 공무원연금급여 재심위원회에 대한 심사청구 제도의 법적 성격특별행정심판, Under the former Public Officials Pension Act the legal nature of the system for requesting examination of the Public Officials,Legal nature of the review request system for the Public Officials Pension Benefit Review Committee under the former Public Officials Pension Act  Special administrative trial
본 실시예에서 상기 제1 주파수 통신 모듈 연결 정보는 상기 서버의 포트 정보일 수 있다, In this embodiment the first frequency communication module connection information may be port information of the server above,In the present embodiment the first frequency communication module connection information may be port information of the server
그는 하루에 담배 두 갑을 피운 20년 경력의 현재 흡연자였으며 지난 12개월 동안 기관지 확장기 흡입 요법을 포함한 기관지 천식 약을 복용하고 있었다, He was a current smoker with 20 years of experience of smoking two packs a day and has been taking bronchodil psychotropic drugs including bronchodilator suction therapy e,He was a current smoker with a 20year history of smoking two packs of cigarettes per day and was receiving medication for bronchial asthma including bronchodilator inhalation therapy for the last 12 months
남성 2명과 여성 1명이 현장에서 숨졌고 최소 7명이 다쳐 인근 병원으로 옮겨졌으나 일부는 중상이어서 희생자가 더 늘어날 전망이다, Two men and one woman died at the scene and at least seven were injured and taken to nearby hospitals but some are expected to increase further as they are seriously,2 men and 1 woman were killed at the scene and at least 7 were injured and taken to a nearby hospital but some were seriously injured and the number of victims is expected to increase
이는 다시 지역경제 성장과 국가경제 성장으로 이어진다는 것이다, This will again lead to regional economic growth and national economic growth again and,This in turn leads to regional and national economic growth
적당한 거리를 유지하면서 각자 n분의 1을 하는 게 자연스럽고 편해진 거, It is natural and comfortable to do one in one nth while maintaining a proper distance and making a,Its natural and comfortable to do each ones job while keeping a reasonable distance
그렇게 돈을 안 쓰더니 결국 유로파도 못 나가네못나가네, After not spending such money and eventually cant leave the euro wave Imagine,After spending so little they cant even get into the Europa league now
재외동포의 출입국과 법적 지위에 관한 법률에 의하여 국내거소신고를 한 자가 인감증명을 받고자 할 때에는 미리 그 국내거소를 관할하는 증명청에 인감을 신고하여야 한다, When a person who has filed a report on a domestic residence under the Act on the Immigration and Legal Status of Overseas Koreans intends to obtain a certificate of seal impression heshe shall report the seal ie,When a person who has filed a domestic residence report pursuant to the Act on the Entry and Exit of Overseas Koreans and the Legal Status intends to obtain a certificate of seal impression heshe shall report the seal to the certification authority having jurisdiction over the domestic residence in advance
내가 이 세상에 이런 방식으로 존재함으로써 그래서 또 이렇게 내가 너를 만나는구나 하는 그런 지점이요, This is why I am meeting you because I exist in this world and I meet you like this as such I am,Thats the point where Im meeting you because Im in this world this way
국표원은 한국산업기술시험원KTL과 삼성전자 등 780개 KOLAS 공인기관시험기관 552개교정기관 228개이 체계 전환을 원활하게 이행할 수 있도록 전환 기본계획을 수립한다, The National Intelligence Service will establish a basic plan for conversion so that 780 KOLAS certified institutions and 228 correctional institutions including the Korea Institute of Industrial Technology Testing Institutions including the Korea Institute of Industrial Technology Test,The KIC will establish a basic conversion plan so that 780 KOLAS accredited institutions 552 test institutions 228 calibration institutions including Korea Industrial Technology Testing Institute KTL and Samsung Electronics can implement the system smoothly
충주호의 절경과 천연 온천의 휴식으로 여러분을 초대한다, We invite you to the superb view of Chungjuho Lake and natural hot,We invite you to breathtaking view of Lake Chungju and a break with natural hot spring
유럽연합EU이 소셜네트워크서비스SNS를 통해 유권자의 개인정보를 부적절하게 수집하거나 잘못 사용하는 정당들에 거액의 벌금을 부과하는 방안을 추진하고 있다, The European Union EU is pushing to impose a large amount of fines on political parties that inappropriately collect or misuse the personal information of voters through social networking services SNS such,The European Union is trying to impose large penalties for political parties who inappropriately collect or misuse voter personal information through social network services SNS
진짜 늦게까지 했네 너 오늘 엄청 피곤하겠다, Youve done it until late You will be very tired today You will,It was on until really late at night You must be tired today
상기 제1 기준 온도와 제2 기준 온도 사이의 범위를 설정 온도 범위라 이름할 수 있다, The range between the first reference temperature and the second reference temperature may be referred to as the,A range between the first and second reference temperatures may be referred to as a set temperature range
김 회장은 2014년 네이버가 출연한 기금으로 만든 중소상공인 희망재단의 초대 이사장을 맡으며 매달 700만원씩 정기 보수를 받기도 했다, In 2014 Chairman Kim was the first chairman of the Small and Medium Business Hope Foundation which was funded by Naver in 2014 and received a regular remuneration of,Chairman Kim served as the first chairman of the Small and Medium Business Hope Foundation which was created in 2014 with a fund funded by Naver and received regular remuneration of 7 million won every month
그럼 그냥 택시 타면 되잖아 나 다리 아파서 더 못 걸어가겠어, Then you can just take a taxi I cant walk further because of the legs hurting your leg,Then lets just take the cab my legs hurt and I cant walk anymore
김창범 한화케미칼 대표도 앞으로 증설을 하더라도 외국에서 할 것이라고 말했다, Kim Changbeom CEO of Hanwha Chemical also said Even if it is expanded in the future,Hanwha Chemical CEO Kim Changbeom also said We will do it in foreign countries even if we expand it in the future
좌표 검출부2422는 2차원 검출 영상 데이터DID로부터 타겟 데이터m2를 검출한다, The coordinate detection unit 2422 detects target data m2 from 2D detection video data DID such as e,The coordinate detection unit 2422 detects target data m2 from the twodimensional detection image data DID
경내에는 강당과 사당 기념비 등이 있는데 사당은 전면 3칸 측면 1칸의 규모이고 강당은 전면 4칸 측면 2칸의 팔작지붕이다, Inside the precinct there are auditorium shrine and monument The shrine has 3 bays in front space and 1 bay in side space with 4 bays in,There are an auditorium a shrine and a monument in the precincts and the shrine has 3 bays in front and 1 bay in the side The auditorium has 4 bays in the front and 2 bays in the side
부문별 3위까지의 시상금 외에도 부문별 1위 입상자에게 부상으로 수여하는 관악기들을 제공했다, In addition to the third prize money by category they provided wind instruments to the top prize winners of each category were provided with the prize,In addition to the prize money up to the third place in each category wind instruments were provided and awarded as prizes to the first place winner in each category
제가 남편이 작곡한 음악을 들어 보니 진짜 좋아요, When I listened to the music composed by my husband really likes,I listened to the music that my husband composed and it was really good
문재인 대통령에 대한 20대 남성의 지지율이 떨어지는 건 젠더 갈등이 심화됐기 때문이란 분석에 대한 이한28씨의 답이다, Lee Han 28s answer to the analysis that the decline in the approval rating of men in their 20s to President Moon Jaein is because of the deepened gender,It is Lee Hans 28 answer to the analysis The decline in the support rate of males in their 20s for President Moon Jaein is because of the gender conflict
대체로 생보사는 고객이 내는 보험료를 국고채나 회사채에 투자해서 이익을 얻는다, In general life insurance companies benefit from investing premiums paid by customers in state bonds or corporate bonds yukgi,In general life insurers benefit from investing the insurance premiums paid by customers in treasury bonds or corporate bonds
특정 값은 미리 정해진 고정된 값 예를 들어 NID2 0 이거나 머더 셀 ID에 종속적인 값일 수 있다, Certain values may be a predetermined fixed value for example NID2 0 or subordinate to the Murder Cell ID Ngumg,The specific value may be a predetermined fixed value eg NID20 or may be a value dependent on a mother cell ID
고인의 갑작스러운 별세로 후계 문제가 관심사로 떠올랐다, The issue of succession has emerged as a concern over the sudden death of the,With the sudden death of the deceased successor problems arose as concerns
모든 변화는 나눗셈 연산을 포기하는 결과로 이어진다, All changes lead to the result of giving up the division operation,All the changes lead to the abandonment of the divisionalgebra property
설문조사와 문진 영상 촬영에 대해서는 모두 환자들의 동의하에 진행하였다, All surveys and interview video shooting were conducted with the consent of the patients and the,The questionnaire questionnaire and imaging were all conducted with the consent of the patients
남편은 이런 이야기를 우울증이 깊어진 아내에게 해주지만 아내는 그 때 수진의 시체를 부검할 때 당신이 사인하지 않았느냐고 묻는다, The husband tells this story to his wife who has deepened depression but the wife asks Did you sign it when you autopsy Sujins body and you,The husband tells this story to his depressed wife but she asks if he signed up when Sujins body was autopsied
김 목사가 통합 총회 임원회에 임시 노회 소집을 요청했지만 임원회는 고 전 노회장과 김 목사의 합의 없이는 노회 소집이 불가하다고 통지했다, Pastor Kim asked the executive meeting to convene a temporary banquet but the executive board notified that it is impossible to convene an old meeting without the agreement between former Roh and Pastor,Although Rev Kim asked the General Assemblys executive council to convene a temporary presbytery meeting the executive council notified that it could not convene the presbytery meeting without the formal chairman Ko and pastor Kims agreement
만약 위기예측이 임의적으로 이루어진다면 예측이 맞을 수도 있고 틀릴 수도 있다, If the crisis prediction is made arbitrarily the prediction may be correct or wrong with the j,If a crisis prediction is made randomly the prediction may be either correct or incorrect
K컬처밸리는 테마파크와 상업시설 등을 제외한 융복합공연장만 지난 2016년 8월 공사를 시작해 지하골조공사가 20가량 진행됐다, Kculture Valley started construction in August 2016 only for convergence concert halls except theme parks and commercial facilities and was carried out about 20 underground construction work was carried out by J,KCulture Valley started construction in August 2016 except for theme parks and commercial facilities and construction of underground structures was carried out about 20 percent
다음 정리는 이러한 결과를 나타내며 Cn r을 표현하는 몇 가지 방법을 보여 준다, The following theorem shows some ways to express Cn r the Cn r the e,Our next theorem states this result and gives some alternative ways to write Cn r
상기 제 2 플랫튜브12의 상측에 제 1 핀201이 배치되고 하측에 제 2 핀202이 배치된다, The first pin 201 is placed on the upper side of the second flat tube 12 and the second pin 202 will be placed under the lower,The first pin 201 is disposed over the second flat tube 12 and the second pin 202 is disposed under the second flat tube 12
즉 상대적으로 저임금 일자리의 경우 최근으로 올수록 구인배수가 급격히 늘어나지는 않은 것으로 보인다, In other words in the case of relatively lowwage jobs the number of jobseeking numbers did not seem,In other words in the case of relatively lowwage jobs it seems that the number of job openings has not increased sharply as they come in recent years
지붕 처마를 받치기 위해 기둥 위에 간략한 새부리 모양의 구조를 보이고 있다, It shows a simple birdcage structure on the pillar to support the roof eaves of the eaves e,To support the eaves of the roof a brief Saeburishaped structure is shown on top of the pillars
우리 초등학교의 어린이들이 서로 존중하고 배려하며 즐거운 학교생활을 할 수 있도록 하기 위해 실천할 세 가지에 대해 안내드리오니 가정에서도 지도해 주시기 바랍니다, We will guide you on three things to practice to help children in elementary school respect and consider each other and have a pleasant school life so please guide me baked jean,We will give you guidance on 3 things to do so that children at our  elementary school students can respect care for each other and have a fun school life so please guide them at home as well
이제 또 다른 새로운 해석체 IP5가 생성되는 과정을 살펴보자, Now lets look at the process of creating another new interpreter IP5,Now lets look at the process of creating another new interpretant IP5
명절을 앞둔 만큼 이번 시음 행사는 대형마트를 중심으로 진행하는 것이 좋겠어요, As the holiday is set to be held at the center of the tasting event will be recommended to,As the holiday is coming up this tasting event should be conducted mainly in large retailers
